Word,Frequency,PMI,R_Entropy,L_Entropy
掘,15,80,2.403677461028802,2.5216406363433186
片,15,80,2.321928094887362,3.09306920777189
官,15,80,2.321928094887362,2.9995812306460645
濯,15,80,2.287783719941071,2.4996981431844145
御,15,80,2.221251836004466,3.238901256602631
募,15,80,2.1609640474436813,3.189898095464287
铛,15,80,2.0930692077718898,2.688721875540867
斜,14,80,3.7004397181410926,3.169925001442312
缘,14,80,3.459431618637298,2.6416041678685933
围,14,80,3.3927474104487847,2.8962915290459286
膜,14,80,3.2776134368191165,3.238901256602631
树,14,80,3.2516291673878226,3.0269868333592873
雾,14,80,3.121928094887362,2.8073904508767225
稀,14,80,3.0957952550009344,3.459431618637298
笃,14,80,3.095795255000934,2.835237745312118
唤,14,80,3.095795255000934,2.054585169337799
鸟,14,80,2.845350936622437,3.0220552088742005
壳,14,80,2.8453509366224368,2.845350936622437
夺,14,80,2.5219280948873624,3.5465935642949384
裂,14,80,2.5032583347756456,3.3248629576173574
鬓,14,80,2.4193819456463714,2.084962500721156
造,14,80,2.353533948577482,3.459431618637298
箸,14,80,2.292481250360578,2.9852281360342525
膂,14,80,2.084962500721156,2.3553885422075336
抵,13,80,3.334679141051595,2.4464393446710155
穣,13,80,3.169925001442312,2.751629167387823
教,13,80,3.121928094887362,3.2776134368191165
暂,13,80,3.085055102756477,2.725480556997868
废,13,80,2.9219280948873623,2.8731406795131336
助,13,80,2.9139770731827523,3.121928094887362
免,13,80,2.9139770731827523,2.931208948910323
蓼,13,80,2.8553885422075336,3.121928094887362
迷,13,80,2.8453509366224368,3.334679141051595
瞑,13,80,2.7321588913645707,2.521928094887362
幽,13,80,2.6535442970305683,2.6416041678685933
修,13,80,2.4508257945180882,3.2776134368191165
猫,13,80,2.353533948577482,2.75
父,13,80,2.1887870678023824,3.5465935642949384
才,12,80,3.584962500721156,3.121928094887362
埋,12,80,3.4182958340544896,2.2359263506290326
匝,12,80,3.321928094887362,2.292481250360578
掩,12,80,3.277613436819116,2.725480556997868
兹,12,80,3.169925001442312,2.725480556997868
宁,12,80,3.169925001442312,2.584962500721156
怀,12,80,3.1219280948873624,2.4056390622295662
想,12,80,3.0,3.169925001442312
寐,12,80,2.94770277922009,2.5849625007211565
臣,12,80,2.807354922057604,3.2776134368191165
品,12,80,2.807354922057604,2.321928094887362
稠,12,80,2.75,3.277613436819116
貌,12,80,2.75,2.0
燃,12,80,2.725480556997868,2.584962500721156
厕,12,80,2.6464393446710153,3.2776134368191165
送,12,80,2.617492461184755,2.9219280948873623
义,12,80,2.4056390622295662,2.6635327548042547
猥,12,80,2.2841591278514217,2.807354922057604
垣,12,80,2.2810361125534233,3.251629167387823
拌,12,80,2.197159723424149,2.8553885422075336
鼽,12,80,2.049452072789394,3.1219280948873624
涉,11,80,3.277613436819116,2.845350936622437
练,11,80,3.1219280948873624,2.721928094887362
禀,11,80,3.1219280948873624,2.0
亲,11,80,3.0,3.121928094887362
彼,11,80,3.0,3.121928094887362
念,11,80,3.0,2.6416041678685933
奇,11,80,2.94770277922009,3.0
扇,11,80,2.94770277922009,2.2221915755066783
蓐,11,80,2.9219280948873623,2.2810361125534233
鲜,11,80,2.846439344671015,2.75
窒,11,80,2.807354922057604,2.845350936622437
灼,11,80,2.807354922057604,2.058813890331201
靥,11,80,2.6464393446710153,3.095795255000934
穿,11,80,2.6416041678685933,2.807354922057604
丧,11,80,2.5219280948873624,2.2516291673878226
咒,11,80,2.446439344671015,2.584962500721156
谬,11,80,2.4193819456463714,2.321928094887362
放,11,80,2.197159723424149,3.321928094887362
枉,11,80,2.121928094887362,2.4056390622295662
截,10,80,3.321928094887362,2.807354922057604
颇,10,80,2.94770277922009,2.0
寝,10,80,2.9219280948873623,2.321928094887362
告,10,80,2.8464393446710154,2.725480556997868
侵,10,80,2.807354922057604,2.94770277922009
皴,10,80,2.725480556997868,2.2810361125534233
钗,10,80,2.6464393446710153,2.6464393446710153
弊,10,80,2.6416041678685933,3.169925001442312
烛,10,80,2.6416041678685933,2.725480556997868
汉,10,80,2.6416041678685933,2.0
业,10,80,2.584962500721156,2.94770277922009
刚,10,80,2.5216406363433186,3.169925001442312
哀,10,80,2.5216406363433186,2.113283334294875
扭,10,80,2.5,2.1280852788913944
耗,10,80,2.321928094887362,2.75
踵,10,80,2.321928094887362,2.4056390622295662
纲,10,80,2.321928094887362,2.0588138903312014
改,10,80,2.2516291673878226,3.169925001442312
罂,10,80,2.197159723424149,3.121928094887362
壁,10,80,2.1609640474436813,2.6416041678685933
膊,10,80,2.0,2.6464393446710157
煮取,1039,312.98483811454815,2.4863366274425256,2.3094879191868243
甘草,848,857.5325588824221,2.6914855240687943,4.694005847788729
桂心,726,464.1495010196341,2.7464704685912014,3.795601739859151
去滓,563,851.5847403505501,3.741054738877469,3.502594173219046
人参,532,302.3362138418534,2.8479374616349973,3.4292572358319373
一斗,521,114.50043211845735,3.6164408071406755,2.078225333006609
当归,512,963.2812448812449,3.1819811013224064,4.171188500982782
妇人,494,431.6653192795743,3.369169722467742,2.9564914775606086
地黄,493,258.3468887273902,4.403568545408244,2.263944874246023
干姜,489,479.3756850577352,2.9723921631354133,4.067382569858136
酒服,485,99.1839890765142,2.788895557921181,4.088149249614517
茯苓,471,2087.2691136301555,3.430290982858899,4.075951730728837
附子,433,441.1291161695447,3.6303245822151067,4.1694950526019205
小便,425,301.88104046495846,4.6503748637490725,4.750565230765629
小儿,412,335.58980319309165,6.950374875903057,2.644292633673494
伤寒,398,332.3819219509056,3.9422851704842596,3.9091878594962552
细辛,396,1263.7955209347615,2.8142259519738393,3.383174780864699
芍药,396,763.7648086782079,2.688244300946001,3.8652976551377827
黄芩,383,404.4404366729802,2.545961552667225,4.099163441595073
生姜,375,297.48001547543885,3.696021591435332,3.76282894606373
丸如,357,115.79813106253833,2.1228748392908816,2.3474685262804447
白术,338,576.2909302047577,3.036934435983053,3.7979026896829464
防风,327,447.6551755416657,3.1993840509832543,4.189768649027162
十枚,298,82.781512464755,3.8073549220576055,2.9905426387558727
杏仁,296,1467.7842777675896,4.51850210953809,4.593759120117812
半夏,273,459.9445389866546,3.8517547253787767,3.601543344855136
麻黄,268,159.36464529844045,4.342642006528162,3.4268958308474162
令人,257,81.10772462101981,6.538020730343305,5.249457442117637
川芎,256,2366.574131054131,2.109651441819293,3.139572261986723
四肢,232,431.06372111134016,5.359028078661262,5.410787585256688
石膏,219,284.8616219964884,3.6233299604992317,3.4906884277343577
五脏,211,89.8015811806061,5.00107644842495,5.7490125195628865
寒热,209,87.31591016336918,5.891970179426687,5.580699851591797
黄连,208,259.5197182232066,4.0429013550835045,4.010389889552675
加至,204,365.3725713150225,2.7281823431456527,2.2393042713835563
大枣,201,181.13174605599167,2.6330827862518547,2.952819531114783
汗出,192,306.83640661938534,4.985197231946331,5.504353098919877
小豆,190,181.66673665057036,4.3782139753894,2.2341775443145866
手足,183,341.5691568302616,5.32049824386926,5.15181856558115
大豆,181,109.77969028262797,4.335773540135429,3.5726887554172806
饮食,180,145.83785281956014,4.558728509427855,4.813547192157631
取汁,178,94.61391949912606,4.557051428078197,3.9482376562137853
百壮,170,364.1312513202366,2.2516291673878226,5.045430961578488
橘皮,169,1295.3579434726635,2.9318156818719037,3.777518266288633
针灸,166,374.0787346343496,3.1262427183708574,2.790785903529045
乌头,164,549.5165997170561,4.438267522644654,4.466051416385507
大肠,164,115.28095089288374,2.683166489396012,2.5108005038030834
膀胱,163,7962.687116564417,3.9298730205354473,3.6327547301550807
远志,162,3475.0147255689426,2.699172653873757,3.913269689515107
鸡子,159,216.2743261370782,3.121307953604084,3.5191187535853015
猪脂,157,787.1183189447052,3.5919298374466577,3.0168355562199767
妊娠,156,7621.018066847335,4.709060756645854,2.17797344834959
芒硝,156,4980.204840613931,3.2110005552881034,2.785397885443206
腹痛,156,83.15524623948522,3.587909376905148,3.592292575808136
等分,153,271.6780683609141,2.7515148217241325,4.2657078697641895
小肠,150,166.22002706475476,3.2847596428898913,3.306186584883209
胸中,150,113.16631092882453,5.429400645411345,4.665436493413324
白芷,149,661.1910341314315,3.277780939298761,3.559079570624174
栀子,149,482.9914635364635,3.2121193898112232,3.4807962429097072
日再,148,218.9924597736792,3.0201014527828347,2.9139770731827523
雄黄,147,208.19578226482295,4.186471732031886,4.000807235905091
独活,146,4718.761591712735,3.2720805260100123,2.644462784366856
蜜和,140,275.12835188129304,2.656980990777803,2.5034166385533556
寸口,139,171.49182657529846,3.2758534716526473,3.5507163090882536
桔梗,138,8820.67782921304,3.4491075691145268,3.533771256064556
浓朴,137,3418.200038446751,3.6692947544918564,2.608818477043633
头痛,135,83.73312376827164,4.193732498523346,5.1948218414957035
病患,131,230.93277538053658,5.774012885349126,4.447865182932882
牛膝,130,1696.2154934957878,3.198851840055671,3.2639334294856344
枳实,129,1624.191665211571,3.469113582289572,3.3034651896016465
短气,126,277.5814526641682,3.682392376024923,5.042120882551172
麻子,126,89.21858592471358,4.542017026070229,3.8390108547966517
蜀椒,124,3198.367090620032,3.32957117728413,3.180832987205441
痈疽,124,2391.266967787947,3.53487185853318,3.659795404454684
胀满,124,674.2515909290859,3.7497228386939865,4.032605742164766
白皮,124,87.83107200275921,4.119072247369268,2.779740920164869
煎取,122,102.98718920138846,3.337591072431215,4.108165524693378
消渴,121,922.5532097372997,2.558849280601261,2.8530475704140907
矾石,121,755.2421709691071,3.8141652154528978,3.630412660873998
七枚,120,96.16866886645195,3.168724588286137,3.5322396624915284
阴阳,119,131.19503564172086,4.744735131340573,4.471771245693855
苁蓉,117,10723.56514370454,2.704482404355875,2.060262039120377
竹叶,116,1168.6420144063586,3.255070096692087,3.317884086303252
身体,115,835.9126904121864,5.661778259026767,4.618024606465274
发汗,115,221.27100628557875,3.7359025808190287,3.7465714520313456
七壮,115,113.52202133226245,2.2516291673878226,4.347338669632885
积聚,114,2398.1758241758243,3.947032323758938,4.238324103034667
腹满,114,159.03105435183323,5.3318904426733,4.346839005282108
下痢,113,138.78717400355805,4.343862404962526,4.64131563863347
微火,112,609.5044696016771,2.3330337132137418,4.273504130742206
阿胶,111,5808.058778472082,2.883711862862643,2.1219280948873624
太阴,111,275.1370214618831,4.369714676131823,2.4554506324835774
龙骨,110,640.15971375278,3.6017255963123227,3.380941473833101
霍乱,109,5468.191944959802,4.277114737896616,4.248757626979798
桃仁,109,844.21208974818,3.890531825100734,2.8433019459701505
太阳,108,317.6932198319236,4.3757122113983025,3.2111267066425744
泽泻,107,1766.3464845339845,2.1743752479818435,2.931208948910323
根据,105,1528.6408605527638,4.606180516390635,5.265840841486219
肘后,105,614.1567823343848,3.3205407091359924,4.0559581516151235
诸药,105,120.94550053248136,3.953206816311404,2.989238617844496
天雄,103,878.6777920917026,2.902509238007262,3.277613436819116
石斛,103,703.6378058023496,3.6647070055147104,3.3342094594480485
巴豆,102,1371.068539116386,4.281677089983133,3.638147696204827
少阴,99,109.47519438097137,4.288077184197269,2.58171197023079
牡蛎,97,5914.87178764388,2.986634121493036,3.1395722619867223
赤白,97,91.54423931300762,3.8739867754489765,3.0775878131096284
外台,96,2448.8056287095633,3.03128723102769,5.319235677759419
秦艽,95,9025.194700629483,2.2368340333330043,3.456564762130954
菖蒲,95,7357.81179138322,3.7061983328100943,3.8035088547976783
腹胀,95,303.2093631733869,3.58067870329137,4.099320958969255
绵裹,93,4015.514770459082,3.955684553612611,2.955557653394731
钟乳,93,2159.7132581857218,4.036209070549142,3.3275671571169276
防己,93,1971.8752899663475,3.7181390622295662,2.731813955884259
葛根,93,947.7573335427136,3.309921318418379,3.6714055834424966
白蔹,92,662.8610699396584,2.575360420962503,2.8150724101159437
丹参,90,422.49323649831456,3.5449078506790435,2.463458298648303
再服,89,92.72212108369133,2.5216406363433186,2.3039865698198447
咳嗽,88,2241.3026687598117,2.1994965740801344,3.2359507060367227
紫菀,87,4508.279075338364,2.3304963789124273,2.6464393446710153
前胡,86,531.3866207106677,3.187996394242089,2.739572261986723
头面,86,171.36493266437813,3.316963712051912,3.8088675706823465
竹沥,84,1821.94371657754,3.3652057023894253,4.024511493478407
苦酒,84,144.17821082991816,4.046146266891187,2.385810863167575
少阳,84,110.23460609810844,3.3415280427752707,2.2564387794704537
黄柏,83,157.44617781519287,3.624017923491191,3.5
麝香,82,2013.1894979760148,3.2782005174773636,3.6835423624332306
杜仲,81,6577.2871621621625,3.115082758569029,3.132914563979398
咳逆,81,546.2163743297726,2.9399469117603343,3.453489421380997
腰痛,81,161.78435699512482,3.8155007104822305,4.478839945437217
胁下,81,118.23990705583847,4.2165944596981655,4.021112847281326
犀角,80,4312.019933554818,3.757612246414199,3.229573958513623
阳明,80,318.808690419169,3.7848297516260168,2.739859177838849
通草,80,161.65123845998164,2.406253209480828,2.321928094887362
皂荚,79,15630.414939024391,4.10467540122245,3.6078869505808338
左右,79,1981.5924938157082,4.741036275663056,4.823863757323786
器中,79,203.6002358958881,4.23275992404493,2.440380475738386
下部,79,121.2852516181536,3.856464856747655,4.543704213975305
须臾,78,3260.7853898927433,4.9329943402244805,3.121928094887362
脓血,78,586.9084774454616,3.711169090677656,4.232463724724133
疼痛,78,268.4421923474664,3.4980775466236405,4.579565996939817
相去,78,143.71032967282557,2.8851660701480912,3.3369070814358612
一具,78,103.09748258584871,3.5304930567574826,3.544497718760631
脉浮,76,231.91601894040917,3.062690920277489,3.6714894750520273
虚劳,76,224.33981505487858,4.5481112799073,2.598291485606847
柴胡,75,3568.322947214076,3.9025182662886326,2.9772170014624826
苦参,75,229.29144819593822,3.871682661773436,3.286895754518763
呕吐,74,512.9562700277719,3.7854732385912166,4.56935587215228
藜芦,73,5819.90257985258,3.364735178725505,3.1474104580394817
知母,73,808.7613869161431,2.7188679318992435,3.251629167387823
猪膏,73,286.9717080853513,3.545490784337958,3.129130453719446
吐血,73,160.3561148156924,3.920446236585685,4.437147921986512
烧灰,72,701.5772972972973,3.30827083453526,5.1313501674762465
半斤,72,130.04430268771864,2.0,4.660439747440911
鼻中,72,83.34977077721686,4.0,3.969561562492962
枸杞,71,16603.996036036035,2.5982914391123506,3.734848613650846
松脂,71,1249.6396674938637,4.4058556629435985,3.972163460365541
莽草,71,1109.3316239316239,2.7352828720530686,2.75
牡丹,70,1250.2306316224026,2.748700218698984,3.1307179879273748
葶苈,69,17765.59055742908,3.1837068383619145,3.521640636343319
曝干,69,614.9833955941328,3.2523057006640443,3.82525173728865
脐下,69,103.26211615271795,3.961450474510714,2.915838315118977
虚损,66,318.5809258873583,2.9540073941292535,3.9068338636874587
茯神,65,330.375430764411,3.281317209443298,2.484255144794799
多少,65,120.33907322931911,4.538909765557392,4.156398422320864
即止,65,111.64235928693648,2.584962500721156,5.030394654123197
乌梅,63,2855.057053072626,3.220502757602532,2.5654483718208256
脉沉,63,233.7908975502642,3.550203453840974,3.6215941170091277
平旦,62,1393.363392377885,3.3851491009129155,3.4056390622295662
水银,61,362.1489250754734,4.721353976547507,3.5383201891060003
葱白,61,343.4792518969384,3.6869668916542144,3.1158340921632197
女人,60,120.74554385442637,4.856703122354031,3.101999274982596
崩中,59,277.75539354370693,2.3222645121154413,2.21433176577652
往来,58,2879.4080477356183,3.818241168891129,4.198603750787606
滑石,58,219.73952081825186,3.4725705951832637,3.6835423624332306
月经,58,188.71802816760174,2.074856072526602,2.739784829861137
益气,58,137.4190300251183,2.805700860898882,2.639097655573916
恶寒,58,82.99934508360658,3.2195282822995477,4.330416151741
薯蓣,57,21252.89457052571,3.204447960708351,2.617492461184755
胡粉,57,907.7574694168027,3.599790921783304,2.022106112739839
贼风,57,348.2523018697396,2.480422382441879,2.516377298047711
脉来,57,164.21027327935224,4.632636113615505,3.352217001462482
蒲黄,57,139.74138673557277,3.5100564603565387,2.4508257945180882
小麦,57,80.97514967765945,3.4919702248710145,3.3843641434371494
羸瘦,56,4382.478625263792,4.274183886709067,4.728196919071891
口噤,56,1193.1351653041793,2.241001494845543,3.8100810205217313
腰脊,56,1188.569597069597,3.288115119295469,3.9830067805200735
烦闷,56,1061.8467202337472,3.5559269836383396,4.163135210744468
稍稍,56,1058.8457549093876,4.0134452884359835,3.9705730958116843
腰背,56,789.4878345498784,2.7517469383147155,2.7333330526810653
呕逆,56,490.17013528277204,3.8980898459737485,4.547439360470671
邪气,56,112.06475645405992,4.436186437355485,4.6841461393879165
孔中,56,107.45879263850121,3.378783493486176,4.066119920683643
鳖甲,55,3224.276874435411,3.824252831282987,3.1018812234760182
泽兰,55,3222.53024557602,2.8634778018338354,3.2680488287579585
入腹,55,84.50097006471438,3.792841637894508,4.614310864346762
恍惚,54,18840.745161290324,4.308270834535259,4.716950480069536
真珠,54,9865.930743243243,3.4816615121017565,3.4565647621309536
内踝,54,1080.7977424130274,2.2609006338289137,2.4230690863572475
气力,54,136.98824936673233,4.452819531114783,3.556844121534167
葳蕤,52,15670.242860459717,2.4577174691301487,3.121928094887362
胸胁,52,591.0373406193079,4.031516651189607,3.9735572622751856
葵子,52,225.7248695652174,2.5159923153350308,2.4130884364257574
和涂,52,223.18695767195769,2.522746330364154,3.7986348529568392
胸满,52,195.14629379040747,3.9880774349981314,3.70487192479976
胃脘,51,1223.3647150144157,4.2280729963885095,3.0124643346385493
则梦,51,356.3884997442593,3.8913980109190907,2.51115836026654
耳聋,50,1804.7192636057732,3.9225895736416696,3.229573958513623
蛊毒,50,651.454069084594,4.224954889676301,4.33622754166864
消息,50,357.2579135700523,4.348752859555048,3.659536598501246
浆水,50,182.83831451303897,2.9501315985582055,3.0671026684785616
丹砂,49,1900.6031319108242,3.0574760762899316,3.188721875540867
桂枝,49,819.318784380918,2.653591440906279,3.0774676589985344
烦满,49,232.5932853015397,4.035582047970576,4.61499730265925
绞痛,49,200.51322294246728,3.109243477231761,2.313219017333208
巨阙,48,9814.124763705104,3.6424896731661263,2.9446133929717373
芫花,48,3958.5756767060616,3.300559092390953,2.8464393446710154
磁石,48,785.7439208959742,4.162294909570877,3.572469458770136
干漆,48,391.86373471544306,3.0105709342684834,2.2516291673878226
虚羸,48,364.7331186698671,4.12728313431329,3.583206219346494
羊肉,48,283.1422117792493,3.992870516635897,3.7238002537032715
养性,48,174.5295383236217,2.1766856094158653,2.010417106825363
时时,48,88.71569426011472,5.251629167387826,3.459431618637298
粳米,47,4191.723081151653,3.4645783739023823,3.3660913291191914
惊痫,47,1549.1821621758895,3.4309428088276506,2.6862988598501194
白薇,47,437.40424769116044,2.996624141510993,2.9219280948873623
鲤鱼,46,4919.191562989206,3.678934703923796,4.208966082694623
闭塞,46,1449.0614047861754,2.09098996700847,4.465311532225102
一把,46,141.86918543864653,3.459431618637298,4.014806100243271
竹茹,45,1907.207092476489,3.140040473047278,2.465874989834291
咽喉,45,1361.5476606755717,3.7107912955405,4.307354922057605
皮肤,45,493.9222832980972,3.801515280317513,3.61506101220307
金疮,45,340.3789803720453,3.9362434129830604,2.663180203976347
宿食,45,114.2551331006745,2.15586364336406,3.190061617945308
背痛,45,110.21805342733565,3.4992275471326932,2.8838159557751113
扁鹊,44,19189.647849462366,2.0658829335691404,2.8453509366224368
关元,44,2477.0501843417915,3.2433003685389576,2.111636870709878
喉痹,44,959.0151303968161,4.084962500721157,3.186175816607077
肌肉,44,574.4386416673373,4.208966082694622,3.952819531114783
甘遂,44,430.23717576862515,3.1534111926211223,2.75
熬令,44,240.80822085320446,3.763246731345657,3.6901165175936654
乱发,44,234.5564290232222,2.903055907333275,3.125
乳汁,44,121.89520687123269,3.8700035889898636,3.7250705203641807
澄清,43,3092.335660460993,2.4137995646056805,3.022683189255492
发际,43,437.612511173491,3.3293911497557116,2.668204795426753
硫黄,43,409.6963383838384,3.979097891134804,2.749389675512395
腋下,43,189.08293016763562,3.0798183640696424,3.8322729072372415
两边,43,102.75333517444537,3.3104765148471316,4.514718016821338
津液,42,8691.41517857143,4.043855461526303,4.389364858634393
房室,42,5448.5313343328335,3.8841837197791893,4.0443067754867625
癫疾,42,1109.444510023405,3.6381476962048276,3.204761690193788
龙胆,42,641.7092137635523,2.393547496538899,3.3787834934861767
万病,42,246.55158751696064,2.756656710801521,3.0671901071115277
斗渍,42,230.39769739900763,3.201867556507493,2.434250019028106
崔氏,41,15837.689880952381,3.662730103089318,3.169925001442312
肠鸣,41,647.1281009825858,3.6012274809529563,3.0849625007211565
羊脂,41,338.0359794947371,3.9950247107799477,3.196154780932867
恶疮,41,131.35265397602734,2.8899168453199873,3.779797215013755
鹿角,40,1817.812324929972,4.0011703467917075,2.952819531114783
太冲,40,594.8908572148824,2.950212064914747,3.006238928653389
捣筛,40,206.5695823784059,2.699513850319966,3.334679141051594
白马,40,104.69782524522458,2.949300584400833,3.2639334294856344
爪甲,39,2707.466944801027,3.510176225931463,3.3071562309216134
外踝,39,914.8858082706766,2.231477931157483,2.5475257804265703
脚弱,39,689.9396458898415,4.112820978767683,3.4468074086707277
屈伸,38,7716.033166458073,2.751629167387823,2.215735346915335
仲景,38,7573.845823095823,3.335473681976902,3.0565647621309537
胡洽,38,3443.7148442954895,3.3998737308597997,3.8073549220576055
拘急,38,1229.3340977068794,3.3190795706241736,3.209868358901741
烧末,38,101.53845710427063,2.75,4.388683047733199
缺盆,37,8084.674410774411,3.215841172683753,3.772055208874201
颜色,37,2148.101896582573,3.8924071185928746,2.5588718484453605
喘息,37,770.834125200642,3.8245387807277753,3.4464393446710155
少许,37,316.0882122570411,4.440223928941852,3.9748152467573457
即易,37,175.06759116477284,2.125814583693911,2.4943621339460638
除热,37,119.61066915072205,3.587858798299509,3.8796640049025934
令熟,37,113.99352921348849,2.6416041678685933,3.9898980954642873
奔豚,36,18878.807272727274,3.4676694465277857,3.2210972500579564
客忤,36,5923.560851926978,3.229573958513623,3.748940047005429
肌肤,36,2748.5322352941175,3.5032583347756456,3.6550455468258036
石苇,36,529.3783195866945,3.039148671903071,2.1280852788913944
薤白,36,415.9030851120645,3.5307501784370428,2.5032583347756456
头眩,36,310.67599303182226,3.824862957617356,3.8796640049025926
表里,35,1825.7025158749298,3.6168746059562227,2.744085515513557
瘀血,35,1059.277836073219,2.771782221599798,3.857689287275721
朴硝,35,1042.863406795225,3.3975819111823524,3.106890595608518
春夏,35,675.3256425884906,4.17146526179041,2.692380602454975
补益,35,534.3613842751612,2.319902579793958,2.760820318171659
然谷,35,435.5011983510689,2.521640636343318,2.413088436425758
中央,35,325.2042408796747,4.017894147619623,4.306256857196538
息肉,35,177.55376196990423,3.539470570797252,2.9881065019639452
吐逆,35,149.22518231390842,3.41041725276052,4.277613436819114
商陆,34,7222.4569558101475,2.774243302917269,2.40400975732486
丈夫,34,4730.833190394511,4.1053885422075345,2.791200464805918
偏枯,34,3771.727521367521,3.326360407952693,4.0559581516151235
漏芦,34,1061.104453207656,2.5552690446481177,2.5487949406953985
锻石,34,842.8038961038961,4.094739663055176,3.7254805569978675
地榆,34,823.3061940298508,2.5559130951758244,2.0
叶切,34,325.8692364495643,2.2359263506290326,2.071439706933589
熟捣,34,283.63592657342656,3.3927474104487847,3.621928094887362
硝石,34,121.89312546957176,3.30827083453526,2.5503407095463886
痛引,34,90.1880883380816,3.687700181989757,4.088220835496803
复发,34,90.0394033992369,2.725480556997868,3.380094336283331
细细,34,87.294517932984,4.0796786498829745,3.584962500721156
涌泉,33,5982.024301675978,2.584962500721156,2.7806390622295662
集验,33,5258.599631675875,2.565233200355587,3.584962500721156
火炙,33,773.8264498644986,3.417483149926974,3.5216406363433186
厥逆,33,384.28536565671067,3.5724312513221195,3.7256507561120933
岁儿,33,354.84568862672324,2.899397470347699,2.7274207932500603
胸痹,33,278.1758631439483,2.773051428446193,2.2954656791802917
醋和,33,248.72993031358885,3.5232314287976214,3.3027227528624894
风眩,33,156.6541971303486,3.270942421748537,2.6962769185584965
刺足,33,121.65285533319322,2.4863416825153295,2.058813890331201
脏腑,33,108.62064820450395,3.6753108689123644,3.9701755214643453
风湿,33,107.7967000055369,3.700439718141091,3.973447048424013
时行,33,90.94542589965941,3.7362434129830606,3.9733456021105296
鹿茸,32,11633.99887955182,2.950212064914747,2.321928094887362
转筋,32,753.3715944132051,3.4992275471326932,4.084962500721157
失精,32,708.7848732038636,3.182005814760214,4.23890125660263
唾血,32,286.7218202904954,2.625814583693911,4.106377316818028
目眩,32,122.96348402759274,3.7871439606981383,3.259141984247901
状如,32,83.49659245797365,4.840223928941852,3.1329145639793974
斑蝥,31,25147.16125,3.1952959344962166,2.584962500721156
惊悸,31,2007.9577802175866,3.531630646367962,3.572623663895163
支满,31,469.36048247865244,2.5,2.5111583602665406
体重,31,335.02746136424196,2.7192945256669794,2.510056460356539
搅令,31,293.7130572527721,2.9735572622751856,3.182005814760214
浮肿,31,187.92658639340127,2.75,3.207142961302496
调和,31,174.17947186147185,3.3248629576173574,3.523856189774723
绝骨,31,143.78022441395083,3.095795255000934,2.1280852788913944
经云,31,120.17113177905608,4.293660689688185,3.0113571427221064
流水,31,103.60030589228883,3.6060152796207334,2.587801264054899
盛则,31,98.1723773621735,2.787020429232058,2.476470282833743
补虚,31,91.05063566130048,3.4816615121017556,3.459431618637298
蜈蚣,30,38024.94140625,2.688721875540867,3.0
菊花,30,4078.9377749842865,3.093069207771891,3.095795255000934
呼吸,30,3855.965537730244,4.1804513908921015,3.2516291673878226
野葛,30,2172.8537946428573,2.9655839357277807,3.027169118440619
抢心,30,467.4374549819928,2.6464393446710153,2.0141467614227277
脾胃,30,170.81239718365467,3.243074189428569,3.6168746059562227
身重,30,150.60547690879554,3.821928094887362,3.875
药力,30,125.65766289088972,3.577819531114783,3.16823289333881
干呕,30,96.50617638894397,2.7528553052032323,3.4992275471326932
令极,30,84.99734775803695,3.3067830495217647,3.8268748818646365
俯仰,29,14628.691022153129,2.321928094887362,2.1919509008568716
朱砂,29,9052.338143338144,3.323231428797621,2.94770277922009
蜂房,29,5191.672,3.1556390622295662,2.1295679874183233
黍米,29,2696.441149079447,3.4039894464852614,2.84330194597015
鱼际,29,1358.3897650582844,2.725480556997868,3.625
艾叶,29,1094.0478432740379,2.3158243335257076,2.0
尺泽,29,550.8667310619365,2.75,2.5219280948873624
百节,29,186.34952273447402,2.365555677688868,2.94770277922009
大戟,29,145.1093419896063,2.7534343861887844,2.807354922057604
发背,29,130.33290627294008,3.8438561897747237,3.2728129676818574
发灰,29,119.03738772928526,3.0269868333592873,2.0038561897747247
瓜子,29,101.23620763851532,3.4316235658474294,2.760964047443681
虚烦,29,92.31280227596017,2.4430741894285695,2.5773206585968413
腠理,28,9385.770661157025,2.4613201402110083,3.189898095464287
昼夜,28,2608.88040201005,4.001629167387823,3.321928094887362
章门,28,2127.609858907558,2.4193819456463714,2.0
人迎,28,245.5918797642861,2.5868878409958143,2.7013757559060485
过多,28,157.4174355242526,2.807354922057604,3.796217602590055
天冬,28,125.80730298960079,2.0403733936884962,2.0
汤洗,28,86.40114498735188,3.488525294897747,2.808277477377708
面赤,28,85.02574516868654,3.0414460711655216,3.577819531114783
猪蹄,27,896.145914844649,2.809356946127143,3.0009230918800163
鸡屎,27,450.41110996863915,2.1117374334224666,3.456564762130954
皮毛,27,255.4770430852227,3.3921472236645345,3.239097917988786
欲绝,27,183.40810174281677,2.078491674029184,3.031453645923478
脉弦,27,175.15762483130905,3.1086949695628423,2.061278124459133
行间,27,174.1773494502873,2.2516291673878226,2.725480556997868
骨节,27,161.42663804540095,2.967307409330491,3.6402239289418516
胡麻,27,145.76978848193673,3.675310868912364,2.6464393446710153
代赭,26,11717.315277777778,2.7534343861887853,2.251629167387823
短剧,26,1608.784706331045,2.948120312590145,2.0
渐渐,26,1181.536640873919,4.083856189774723,2.807354922057604
言语,26,936.4487734487734,3.3131006664157683,3.418295834054489
肩背,26,799.7409233102663,3.2321018048454135,3.1555650133297184
